"dayscompeting","total","percentage"
220,"36","0.000095455268600519700907"
221,"37","0.000098106803839423025932"
222,"42","0.00011136448003393965"
223,"194","0.00051439783634724505"
224,"554","0.00146895052235244206"
225,"161","0.00042689717346343533"
226,"45","0.00011931908575064963"
227,"40","0.00010606140955613300"
228,"33","0.000087500662883809725831"
229,"47","0.00012462215622845628"
230,"205","0.00054356472397518163"
231,"501","0.00132841915469056584"
232,"134","0.00035530572201304555"
233,"40","0.00010606140955613300"
234,"23","0.000060985310494776475579"
235,"20","0.000053030704778066500504"
236,"68","0.00018030439624542610"
237,"167","0.00044280638489685528"
238,"455","0.00120644853370101289"
239,"152","0.00040303335631330540"
240,"43","0.00011401601527284298"
241,"18","0.000047727634300259850453"
242,"42","0.00011136448003393965"
243,"102","0.00027045659436813915"
244,"126","0.00033409344010181895"
245,"511","0.00135493450707959909"
246,"147","0.00038977568011878878"
247,"46","0.00012197062098955295"
248,"36","0.000095455268600519700907"
249,"30","0.000079546057167099750756"
250,"45","0.00011931908575064963"
251,"134","0.00035530572201304555"
252,"441","0.00116932704035636634"
253,"131","0.00034735111629633558"
254,"38","0.00010075833907832635"
255,"35","0.000092803733361616375882"
256,"24","0.000063636845733679800605"
257,"48","0.00012727369146735960"
258,"165","0.00043750331441904863"
259,"486","0.00128864612610701596"
260,"133","0.00035265418677414223"
261,"36","0.000095455268600519700907"
262,"40","0.00010606140955613300"
263,"42","0.00011136448003393965"
264,"33","0.000087500662883809725831"
265,"117","0.00031022962295168903"
266,"385","0.00102084106697778013"
267,"125","0.00033144190486291563"
268,"46","0.00012197062098955295"
269,"23","0.000060985310494776475579"
270,"18","0.000047727634300259850453"
271,"31","0.000082197592406003075781"
272,"150","0.00039773028583549875"
273,"495","0.00131250994325714589"
274,"142","0.00037651800392427215"
275,"30","0.000079546057167099750756"
276,"34","0.000090152198122713050856"
277,"38","0.00010075833907832635"
278,"63","0.00016704672005090948"
279,"150","0.00039773028583549875"
280,"473","0.00125417616800127274"
281,"124","0.00032879036962401230"
282,"42","0.00011136448003393965"
283,"19","0.000050379169539163175479"
284,"27","0.000071591451450389775680"
285,"35","0.000092803733361616375882"
286,"144","0.00038182107440207880"
287,"477","0.00126478230895688604"
288,"94","0.00024924431245691255"
289,"48","0.00012727369146735960"
290,"29","0.000076894521928196425730"
291,"25","0.000066288380972583125630"
292,"35","0.000092803733361616375882"
293,"133","0.00035265418677414223"
294,"408","0.00108182637747255661"
295,"126","0.00033409344010181895"
296,"58","0.00015378904385639285"
297,"25","0.000066288380972583125630"
298,"20","0.000053030704778066500504"
299,"35","0.000092803733361616375882"
300,"145","0.00038447260964098213"
301,"365","0.00096781036219971363"
302,"113","0.00029962348199607573"
303,"56","0.00014848597337858620"
304,"31","0.000082197592406003075781"
305,"43","0.00011401601527284298"
306,"36","0.000095455268600519700907"
307,"121","0.00032083576390730233"
308,"402","0.00106591716603913666"
309,"119","0.00031553269342949568"
310,"36","0.000095455268600519700907"
311,"31","0.000082197592406003075781"
312,"30","0.000079546057167099750756"
313,"38","0.00010075833907832635"
314,"124","0.00032879036962401230"
315,"406","0.00107652330699474996"
316,"117","0.00031022962295168903"
317,"42","0.00011136448003393965"
318,"14","0.000037121493344646550353"
319,"30","0.000079546057167099750756"
320,"46","0.00012197062098955295"
321,"109","0.00028901734104046243"
322,"427","0.00113220554701171979"
323,"96","0.00025454738293471920"
324,"37","0.000098106803839423025932"
325,"16","0.000042424563822453200403"
326,"19","0.000050379169539163175479"
327,"69","0.00018295593148432943"
328,"144","0.00038182107440207880"
329,"436","0.00115606936416184971"
330,"114","0.00030227501723497905"
331,"34","0.000090152198122713050856"
332,"21","0.000055682240016969825529"
333,"51","0.00013522829718406958"
334,"85","0.00022538049530678263"
335,"83","0.00022007742482897598"
336,"571","0.00151402662141379859"
337,"159","0.00042159410298562868"
338,"27","0.000071591451450389775680"
339,"29","0.000076894521928196425730"
340,"51","0.00013522829718406958"
341,"43","0.00011401601527284298"
342,"161","0.00042689717346343533"
343,"552","0.00146364745187463541"
344,"114","0.00030227501723497905"
345,"30","0.000079546057167099750756"
346,"35","0.000092803733361616375882"
347,"23","0.000060985310494776475579"
348,"37","0.000098106803839423025932"
349,"195","0.00051704937158614838"
350,"676","0.00179243782149864772"
351,"133","0.00035265418677414223"
352,"42","0.00011136448003393965"
353,"30","0.000079546057167099750756"
354,"32","0.000084849127644906400806"
355,"82","0.00021742588959007265"
356,"250","0.00066288380972583126"
357,"1252","0.00331972211910696293"
358,"223","0.00059129235827544148"
359,"66","0.00017500132576761945"
360,"67","0.00017765286100652278"
361,"59","0.00015644057909529618"
362,"189","0.00050114016015272843"
363,"680","0.00180304396245426102"
364,"3531","0.00936257092856764066"
365,"889","0.00235721482738505595"
366,"123","0.00032613883438510898"
367,"50","0.00013257676194516625"
368,"91","0.00024128970674020258"
369,"97","0.00025719891817362253"
370,"389","0.00103144720793339343"
371,"1819","0.00482314259956514822"
372,"241","0.00063901999257570133"
373,"42","0.00011136448003393965"
374,"104","0.00027575966484594580"
375,"42","0.00011136448003393965"
376,"100","0.00026515352389033250"
377,"229","0.00060720156970886143"
378,"902","0.00239168478549079917"
379,"123","0.00032613883438510898"
380,"55","0.00014583443813968288"
381,"24","0.000063636845733679800605"
382,"53","0.00014053136766187623"
383,"165","0.00043750331441904863"
384,"186","0.00049318555443601845"
385,"591","0.00156705732619186509"
386,"117","0.00031022962295168903"
387,"35","0.000092803733361616375882"
388,"36","0.000095455268600519700907"
389,"39","0.00010340987431722968"
390,"55","0.00014583443813968288"
391,"206","0.00054621625921408496"
392,"539","0.00142917749376889219"
393,"102","0.00027045659436813915"
394,"38","0.00010075833907832635"
395,"56","0.00014848597337858620"
396,"56","0.00014848597337858620"
397,"61","0.00016174364957310283"
398,"158","0.00041894256774672535"
399,"426","0.00112955401177281646"
400,"110","0.00029166887627936575"
401,"49","0.00012992522670626293"
402,"31","0.000082197592406003075781"
403,"32","0.000084849127644906400806"
404,"46","0.00012197062098955295"
405,"125","0.00033144190486291563"
406,"377","0.00099962878506655353"
407,"122","0.00032348729914620565"
408,"57","0.00015113750861748953"
409,"28","0.000074242986689293100705"
410,"34","0.000090152198122713050856"
411,"61","0.00016174364957310283"
412,"141","0.00037386646868536883"
413,"380","0.00100758339078326351"
414,"72","0.00019091053720103940"
415,"24","0.000063636845733679800605"
416,"28","0.000074242986689293100705"
417,"35","0.000092803733361616375882"
418,"52","0.00013787983242297290"
419,"144","0.00038182107440207880"
420,"387","0.00102614413745558678"
421,"137","0.00036326032772975553"
422,"33","0.000087500662883809725831"
423,"56","0.00014848597337858620"
424,"27","0.000071591451450389775680"
425,"77","0.00020416821339555603"
426,"140","0.00037121493344646550"
427,"415","0.00110038712414487989"
428,"102","0.00027045659436813915"
429,"16","0.000042424563822453200403"
430,"21","0.000055682240016969825529"
431,"21","0.000055682240016969825529"
432,"57","0.00015113750861748953"
433,"139","0.00036856339820756218"
434,"331","0.00087765816407700058"
435,"86","0.00022803203054568595"
436,"18","0.000047727634300259850453"
437,"30","0.000079546057167099750756"
438,"48","0.00012727369146735960"
439,"32","0.000084849127644906400806"
440,"163","0.00043220024394124198"
441,"327","0.00086705202312138728"
442,"80","0.00021212281911226600"
443,"40","0.00010606140955613300"
444,"31","0.000082197592406003075781"
445,"36","0.000095455268600519700907"
446,"100","0.00026515352389033250"
447,"123","0.00032613883438510898"
448,"341","0.00090417351646603383"
449,"94","0.00024924431245691255"
450,"38","0.00010075833907832635"
451,"26","0.000068939916211486450655"
452,"17","0.000045076099061356525428"
453,"62","0.00016439518481200615"
454,"127","0.00033674497534072228"
455,"358","0.00094924961552739036"
456,"92","0.00024394124197910590"
457,"46","0.00012197062098955295"
458,"24","0.000063636845733679800605"
459,"49","0.00012992522670626293"
460,"48","0.00012727369146735960"
461,"139","0.00036856339820756218"
462,"321","0.00085114281168796733"
463,"98","0.00025985045341252585"
464,"26","0.000068939916211486450655"
465,"22","0.000058333775255873150554"
466,"28","0.000074242986689293100705"
467,"45","0.00011931908575064963"
468,"102","0.00027045659436813915"
469,"357","0.00094659808028848703"
470,"80","0.00021212281911226600"
471,"26","0.000068939916211486450655"
472,"18","0.000047727634300259850453"
473,"28","0.000074242986689293100705"
474,"33","0.000087500662883809725831"
475,"143","0.00037916953916317548"
476,"244","0.00064697459829241131"
477,"79","0.00020947128387336268"
478,"67","0.00017765286100652278"
479,"18","0.000047727634300259850453"
480,"31","0.000082197592406003075781"
481,"38","0.00010075833907832635"
482,"136","0.00036060879249085220"
483,"350","0.00092803733361616376"
484,"90","0.00023863817150129925"
485,"45","0.00011931908575064963"
486,"15","0.000039773028583549875378"
487,"23","0.000060985310494776475579"
488,"72","0.00019091053720103940"
489,"129","0.00034204804581852893"
490,"286","0.00075833907832635096"
491,"64","0.00016969825528981280"
492,"34","0.000090152198122713050856"
493,"23","0.000060985310494776475579"
494,"38","0.00010075833907832635"
495,"57","0.00015113750861748953"
496,"114","0.00030227501723497905"
497,"375","0.00099432571458874688"
498,"78","0.00020681974863445935"
499,"40","0.00010606140955613300"
500,"22","0.000058333775255873150554"
501,"41","0.00010871294479503633"
502,"53","0.00014053136766187623"
503,"142","0.00037651800392427215"
504,"333","0.00088296123455480723"
505,"66","0.00017500132576761945"
506,"30","0.000079546057167099750756"
507,"24","0.000063636845733679800605"
508,"32","0.000084849127644906400806"
509,"42","0.00011136448003393965"
510,"144","0.00038182107440207880"
511,"290","0.00076894521928196426"
512,"67","0.00017765286100652278"
513,"28","0.000074242986689293100705"
514,"40","0.00010606140955613300"
515,"38","0.00010075833907832635"
516,"58","0.00015378904385639285"
517,"106","0.00028106273532375245"
518,"316","0.00083788513549345071"
519,"66","0.00017500132576761945"
520,"26","0.000068939916211486450655"
521,"16","0.000042424563822453200403"
522,"26","0.000068939916211486450655"
523,"29","0.000076894521928196425730"
524,"106","0.00028106273532375245"
525,"278","0.00073712679641512436"
526,"87","0.00023068356578458928"
527,"23","0.000060985310494776475579"
528,"24","0.000063636845733679800605"
529,"26","0.000068939916211486450655"
530,"67","0.00017765286100652278"
531,"129","0.00034204804581852893"
532,"330","0.00087500662883809726"
533,"81","0.00021477435435116933"
534,"51","0.00013522829718406958"
535,"29","0.000076894521928196425730"
536,"14","0.000037121493344646550353"
537,"25","0.000066288380972583125630"
538,"118","0.00031288115819059235"
539,"277","0.00073447526117622103"
540,"88","0.00023333510102349260"
541,"27","0.000071591451450389775680"
542,"31","0.000082197592406003075781"
543,"30","0.000079546057167099750756"
544,"34","0.000090152198122713050856"
545,"116","0.00030757808771278570"
546,"342","0.00090682505170493716"
547,"99","0.00026250198865142918"
548,"66","0.00017500132576761945"
549,"16","0.000042424563822453200403"
550,"28","0.000074242986689293100705"
551,"35","0.000092803733361616375882"
552,"87","0.00023068356578458928"
553,"294","0.00077955136023757756"
554,"59","0.00015644057909529618"
555,"33","0.000087500662883809725831"
556,"16","0.000042424563822453200403"
557,"18","0.000047727634300259850453"
558,"23","0.000060985310494776475579"
559,"153","0.00040568489155220873"
560,"252","0.00066818688020363791"
561,"71","0.00018825900196213608"
562,"28","0.000074242986689293100705"
563,"19","0.000050379169539163175479"
564,"23","0.000060985310494776475579"
565,"28","0.000074242986689293100705"
566,"94","0.00024924431245691255"
567,"290","0.00076894521928196426"
568,"85","0.00022538049530678263"
569,"37","0.000098106803839423025932"
570,"9","0.000023863817150129925227"
571,"17","0.000045076099061356525428"
572,"40","0.00010606140955613300"
573,"68","0.00018030439624542610"
574,"296","0.00078485443071538421"
575,"77","0.00020416821339555603"
576,"22","0.000058333775255873150554"
577,"20","0.000053030704778066500504"
578,"26","0.000068939916211486450655"
579,"35","0.000092803733361616375882"
580,"97","0.00025719891817362253"
581,"273","0.00072386912022060773"
582,"83","0.00022007742482897598"
583,"29","0.000076894521928196425730"
584,"14","0.000037121493344646550353"
585,"18","0.000047727634300259850453"
586,"39","0.00010340987431722968"
587,"77","0.00020416821339555603"
588,"284","0.00075303600784854431"
589,"71","0.00018825900196213608"
590,"22","0.000058333775255873150554"
591,"21","0.000055682240016969825529"
592,"25","0.000066288380972583125630"
593,"25","0.000066288380972583125630"
594,"86","0.00022803203054568595"
595,"257","0.00068144455639815453"
596,"85","0.00022538049530678263"
597,"38","0.00010075833907832635"
598,"28","0.000074242986689293100705"
599,"19","0.000050379169539163175479"
600,"28","0.000074242986689293100705"
601,"108","0.00028636580580155910"
602,"250","0.00066288380972583126"
603,"70","0.00018560746672323275"
604,"30","0.000079546057167099750756"
605,"22","0.000058333775255873150554"
606,"41","0.00010871294479503633"
607,"35","0.000092803733361616375882"
608,"100","0.00026515352389033250"
609,"256","0.00067879302115925121"
610,"71","0.00018825900196213608"
611,"26","0.000068939916211486450655"
612,"26","0.000068939916211486450655"
613,"16","0.000042424563822453200403"
614,"28","0.000074242986689293100705"
615,"99","0.00026250198865142918"
616,"301","0.00079811210690990083"
617,"133","0.00035265418677414223"
618,"19","0.000050379169539163175479"
619,"30","0.000079546057167099750756"
620,"22","0.000058333775255873150554"
621,"40","0.00010606140955613300"
622,"92","0.00024394124197910590"
623,"226","0.00059924696399215146"
624,"75","0.00019886514291774938"
625,"26","0.000068939916211486450655"
626,"35","0.000092803733361616375882"
627,"42","0.00011136448003393965"
628,"19","0.000050379169539163175479"
629,"72","0.00019091053720103940"
630,"193","0.00051174630110834173"
631,"62","0.00016439518481200615"
632,"31","0.000082197592406003075781"
633,"33","0.000087500662883809725831"
634,"27","0.000071591451450389775680"
635,"32","0.000084849127644906400806"
636,"89","0.00023598663626239593"
637,"243","0.00064432306305350798"
638,"59","0.00015644057909529618"
639,"20","0.000053030704778066500504"
640,"18","0.000047727634300259850453"
641,"17","0.000045076099061356525428"
642,"30","0.000079546057167099750756"
643,"57","0.00015113750861748953"
644,"226","0.00059924696399215146"
645,"56","0.00014848597337858620"
646,"24","0.000063636845733679800605"
647,"10","0.000026515352389033250252"
648,"13","0.000034469958105743225327"
649,"39","0.00010340987431722968"
650,"56","0.00014848597337858620"
651,"223","0.00059129235827544148"
652,"57","0.00015113750861748953"
653,"35","0.000092803733361616375882"
654,"11","0.000029166887627936575277"
655,"24","0.000063636845733679800605"
656,"25","0.000066288380972583125630"
657,"53","0.00014053136766187623"
658,"225","0.00059659542875324813"
659,"55","0.00014583443813968288"
660,"31","0.000082197592406003075781"
661,"29","0.000076894521928196425730"
662,"12","0.000031818422866839900302"
663,"20","0.000053030704778066500504"
664,"75","0.00019886514291774938"
665,"219","0.00058068621731982818"
666,"56","0.00014848597337858620"
667,"41","0.00010871294479503633"
668,"27","0.000071591451450389775680"
669,"41","0.00010871294479503633"
670,"26","0.000068939916211486450655"
671,"74","0.00019621360767884605"
672,"235","0.00062311078114228138"
673,"72","0.00019091053720103940"
674,"19","0.000050379169539163175479"
675,"27","0.000071591451450389775680"
676,"16","0.000042424563822453200403"
677,"20","0.000053030704778066500504"
678,"51","0.00013522829718406958"
679,"226","0.00059924696399215146"
680,"70","0.00018560746672323275"
681,"19","0.000050379169539163175479"
682,"20","0.000053030704778066500504"
683,"21","0.000055682240016969825529"
684,"28","0.000074242986689293100705"
685,"75","0.00019886514291774938"
686,"198","0.00052500397730285835"
687,"73","0.00019356207243994273"
688,"26","0.000068939916211486450655"
689,"29","0.000076894521928196425730"
690,"17","0.000045076099061356525428"
691,"30","0.000079546057167099750756"
692,"70","0.00018560746672323275"
693,"250","0.00066288380972583126"
694,"70","0.00018560746672323275"
695,"21","0.000055682240016969825529"
696,"17","0.000045076099061356525428"
697,"27","0.000071591451450389775680"
698,"44","0.00011666755051174630"
699,"61","0.00016174364957310283"
700,"303","0.00080341517738770748"
701,"118","0.00031288115819059235"
702,"18","0.000047727634300259850453"
703,"23","0.000060985310494776475579"
704,"29","0.000076894521928196425730"
705,"39","0.00010340987431722968"
706,"109","0.00028901734104046243"
707,"301","0.00079811210690990083"
708,"59","0.00015644057909529618"
709,"32","0.000084849127644906400806"
710,"28","0.000074242986689293100705"
711,"16","0.000042424563822453200403"
712,"35","0.000092803733361616375882"
713,"101","0.00026780505912923583"
714,"307","0.00081402131834332078"
715,"99","0.00026250198865142918"
716,"32","0.000084849127644906400806"
717,"32","0.000084849127644906400806"
718,"26","0.000068939916211486450655"
719,"58","0.00015378904385639285"
720,"149","0.00039507875059659543"
721,"504","0.00133637376040727581"
722,"96","0.00025454738293471920"
723,"36","0.000095455268600519700907"
724,"30","0.000079546057167099750756"
725,"32","0.000084849127644906400806"
726,"69","0.00018295593148432943"
727,"257","0.00068144455639815453"
728,"1322","0.00350532958583019568"
729,"228","0.00060455003446995811"
730,"66","0.00017500132576761945"
731,"91","0.00024128970674020258"
732,"47","0.00012462215622845628"
733,"47","0.00012462215622845628"
734,"231","0.00061250464018666808"
735,"828","0.00219547117781195312"
736,"206","0.00054621625921408496"
737,"37","0.000098106803839423025932"
738,"29","0.000076894521928196425730"
739,"15","0.000039773028583549875378"
740,"58","0.00015378904385639285"
741,"172","0.00045606406109137190"
742,"467","0.00123826695656785279"
743,"97","0.00025719891817362253"
744,"38","0.00010075833907832635"
745,"25","0.000066288380972583125630"
746,"33","0.000087500662883809725831"
747,"43","0.00011401601527284298"
748,"111","0.00029432041151826908"
749,"316","0.00083788513549345071"
750,"88","0.00023333510102349260"
751,"23","0.000060985310494776475579"
752,"16","0.000042424563822453200403"
753,"24","0.000063636845733679800605"
754,"27","0.000071591451450389775680"
755,"102","0.00027045659436813915"
756,"288","0.00076364214880415761"
757,"74","0.00019621360767884605"
758,"31","0.000082197592406003075781"
759,"23","0.000060985310494776475579"
760,"36","0.000095455268600519700907"
761,"46","0.00012197062098955295"
762,"119","0.00031553269342949568"
763,"268","0.00071061144402609111"
764,"58","0.00015378904385639285"
765,"22","0.000058333775255873150554"
766,"19","0.000050379169539163175479"
767,"14","0.000037121493344646550353"
768,"40","0.00010606140955613300"
769,"91","0.00024128970674020258"
770,"194","0.00051439783634724505"
771,"59","0.00015644057909529618"
772,"33","0.000087500662883809725831"
773,"33","0.000087500662883809725831"
774,"9","0.000023863817150129925227"
775,"29","0.000076894521928196425730"
776,"84","0.00022272896006787930"
777,"231","0.00061250464018666808"
778,"63","0.00016704672005090948"
779,"18","0.000047727634300259850453"
780,"15","0.000039773028583549875378"
781,"18","0.000047727634300259850453"
782,"44","0.00011666755051174630"
783,"98","0.00025985045341252585"
784,"210","0.00055682240016969826"
785,"46","0.00012197062098955295"
786,"13","0.000034469958105743225327"
787,"11","0.000029166887627936575277"
788,"16","0.000042424563822453200403"
789,"38","0.00010075833907832635"
790,"82","0.00021742588959007265"
791,"196","0.00051970090682505170"
792,"48","0.00012727369146735960"
793,"23","0.000060985310494776475579"
794,"12","0.000031818422866839900302"
795,"17","0.000045076099061356525428"
796,"29","0.000076894521928196425730"
797,"74","0.00019621360767884605"
798,"241","0.00063901999257570133"
799,"61","0.00016174364957310283"
800,"27","0.000071591451450389775680"
801,"22","0.000058333775255873150554"
802,"21","0.000055682240016969825529"
803,"43","0.00011401601527284298"
804,"83","0.00022007742482897598"
805,"178","0.00047197327252479185"
806,"51","0.00013522829718406958"
807,"23","0.000060985310494776475579"
808,"25","0.000066288380972583125630"
809,"19","0.000050379169539163175479"
810,"32","0.000084849127644906400806"
811,"91","0.00024128970674020258"
812,"218","0.00057803468208092486"
813,"59","0.00015644057909529618"
814,"34","0.000090152198122713050856"
815,"16","0.000042424563822453200403"
816,"19","0.000050379169539163175479"
817,"53","0.00014053136766187623"
818,"80","0.00021212281911226600"
819,"208","0.00055151932969189161"
820,"55","0.00014583443813968288"
821,"26","0.000068939916211486450655"
822,"18","0.000047727634300259850453"
823,"24","0.000063636845733679800605"
824,"25","0.000066288380972583125630"
825,"65","0.00017234979052871613"
826,"215","0.00057008007636421488"
827,"49","0.00012992522670626293"
828,"22","0.000058333775255873150554"
829,"29","0.000076894521928196425730"
830,"20","0.000053030704778066500504"
831,"33","0.000087500662883809725831"
832,"66","0.00017500132576761945"
833,"155","0.00041098796203001538"
834,"56","0.00014848597337858620"
835,"19","0.000050379169539163175479"
836,"20","0.000053030704778066500504"
837,"9","0.000023863817150129925227"
838,"23","0.000060985310494776475579"
839,"71","0.00018825900196213608"
840,"181","0.00047992787824150183"
841,"52","0.00013787983242297290"
842,"45","0.00011931908575064963"
843,"15","0.000039773028583549875378"
844,"16","0.000042424563822453200403"
845,"18","0.000047727634300259850453"
846,"71","0.00018825900196213608"
847,"177","0.00046932173728588853"
848,"68","0.00018030439624542610"
849,"27","0.000071591451450389775680"
850,"22","0.000058333775255873150554"
851,"15","0.000039773028583549875378"
852,"41","0.00010871294479503633"
853,"96","0.00025454738293471920"
854,"161","0.00042689717346343533"
